id,borough,bedrooms,bathrooms,summary,displayAddress,latitude,longitude,updateDate,price_amount,displaySize_sqft,property_sub_type
173735090,Barking and Dagenham,3,1.0,Three Bedroom Semi-Detached House with a Triple Driveway situated with easy access to Upney Station; Bus Routes; Local Schools and Amenities.,Blake Avenue; Barking,51.53489,0.10174,2026-03-26T12:58:11Z,500000,,Semi-Detached
173730260,Barking and Dagenham,3,1.0,Spacious three-bedroom split-level maisonette in Dagenham with rare front and rear gardens. Ideal for first-time buyers or investors; offering great potential to modernise. Close to schools; shops; transport links and parks. Long lease; low outgoings; and offered chain free.,Althorne Way; Dagenham; RM10,51.560001,0.151088,2026-03-26T11:21:08Z,315000,,Flat
173721956,Barking and Dagenham,3,1.0,A chain-free; three-bedroom mid-terrace house in Dagenham boasting a generous rear garden and excellent potential for modernization; ideally located near Dagenham East Station,Bell Farm Avenue; Dagenham,51.556408,0.164553,2026-03-28T15:15:34Z,350000,,Terraced
167593592,Barking and Dagenham,1,1.0,Nestled in the heart of Barking; this charming third-floor flat on Manwell Lane offers a delightful living space perfect for individuals or couples seeking comfort and convenience. The property features a well-proportioned bedroom; providing a peaceful retreat after a long day. The reception room...,Manwell Lane; Barking,51.520565,0.105362,2026-03-25T18:03:15Z,240000,,Flat
161013983,Barking and Dagenham,2,1.0,Situated in a quiet residential area of Dagenham; this 2-bedroom bungalow offers a fantastic opportunity for buyers or investors looking to put their stamp on a well-located property. The home is in reasonable condition throughout; providing a solid base for cosmetic updates or potential developm...,Purland Close; Dagenham; RM8,51.564485,0.14368,2026-03-25T16:04:24Z,400000,,Bungalow
170581979,Barking and Dagenham,2,1.0,GUIDE PRICE: £350;000 - £375;000. Carter & Willow offer for sale this well presented 2-bedroom end of terraced house which offers an approx 40' x 34'10 driveway with parking for multiple vehicles and an approx 44'5 x 20'8 private rear garden.,Langley Crescent; Dagenham,51.53562,0.12615,2026-03-25T14:25:57Z,350000,649.0,End of Terrace
168594173,Barking and Dagenham,3,2.0,This charming semi detached home on a quiet residential road near the A12 offers spacious living; a mature garden; garage; and exciting potential to extend—perfect for a family ready to make it their own.,Geneva Gardens; Romford,51.57838,0.13897,2026-03-25T11:55:32Z,500000,,Semi-Detached
173676827,Barking and Dagenham,2,1.0,Available to view now is this beautifully presented ground floor; two-bedroom maisonette; featuring its own entrance and a delightful private garden. Inside; the home offers two generous double bedrooms; each fitted with built in wardrobes; providing excellent storage space. The spacio...,Roberts Close; Barking; IG11,51.54235,0.07671,2026-03-25T12:22:41Z,280000,,Flat
164216960,Barking and Dagenham,2,2.0,Modern 2-bed flat in a peaceful Dagenham location. Energy-efficient (EPC B); built in 2017; refurbished bathroom; great schools nearby. Easy access to Elizabeth Line & A12/A13. Plenty of parking around the building. Ready to move in. View today!,Fullerton Avenue; Dagenham; RM8,51.565123,0.139574,2026-03-28T22:41:14Z,279000,818.0,Apartment
173670641,Barking and Dagenham,5,4.0,*** GUIDE PRICE OF £750;000 - £800;000 *** If you’ve been searching for a truly exceptional; turnkey family home; then this outstanding property on Westrow Drive is one not to be missed. Having been expertly extended to both the rear and into the loft; this substantial five-bedr...,Westrow Drive; Barking,51.54705,0.106576,2026-03-27T03:56:21Z,750000,,House
171146618,Barking and Dagenham,3,1.0,Available Now is this 3 bedroom mid terrace house located on Ripple Road in Barking. The property offers a porched entrance; spacious through lounge; WC; modern fitted kitchen; and private garden. The first floor offers two generously sized double bedrooms; a single bedroom as well as...,Ripple Road; Barking; IG11,51.5356,0.0924,2026-03-25T10:20:31Z,450000,,Terraced
173165660,Barking and Dagenham,4,3.0,Four-bedroom end terrace in Barking with three bathrooms; garage; off-street parking; and scope to extend (STPP). Close to schools; parks; shops; and transport links. Good condition.,Halsham Crescent; Barking; IG11,51.546217,0.100332,2026-03-29T03:34:45Z,700000,1324.0,End of Terrace
173653463,Barking and Dagenham,3,2.0,Set within the highly sought-after Leftley Estate - widely regarded as one of the most desirable; sought-after; and premium locations in Barking & Dagenham - this exceptional three-bedroom semi-detached family home on Manor Road offers an outstanding opportunity for discerning buyers.,Manor Road; Barking,51.541081,0.101336,2026-03-28T00:42:48Z,650000,,Semi-Detached
173316587,Barking and Dagenham,2,1.0,GUIDE PRICE £300;000 - £325;000 CHAIN FREE! The property benefits from its own private entrance and comprises a bright and spacious lounge; a separate fitted kitchen; two well-proportioned bedrooms; and a family bathroom.,St Chads Road; Romford,51.571,0.135912,2026-03-29T03:33:57Z,300000,807.0,Maisonette
173614061,Barking and Dagenham,2,1.0,CHAIN FREE Two Bedroom First Floor Flat situated within St. Aidans Court on the Sought After Barking Riverside; with easy access to Barking Riverside Station and Pier; Bus Routes and Local Amenities.,Blessing Way; Barking,51.52688,0.11738,2026-03-25T09:59:19Z,250000,,Flat
172451903,Barking and Dagenham,2,2.0,GUIDE PRICE £300;000- £325;000. Carter & Willow offer for sale this beautifully presented circa 861 sq ft 2bedroom 5th (top floor) floor apartment located in the Barking Riverside development within close proximity to the Barking Riverside station and Barking Riverside Pier (Uber boat),Goodacre Apartments; Kings Hill; Barking,51.52159,0.12133,2026-03-24T17:37:52Z,300000,861.0,Flat
173643761,Barking and Dagenham,3,1.0,Located in the popular Dagenham East area is this three bedroom end of terrace home that has been extended to the rear and offers parking to the front. The home is located close to Dagenham East train station; shops; bus routes and local schools. The ground floor of the home offers the entr...,Beamway; Dagenham; Essex; RM10,51.53786,0.17124,2026-03-26T15:31:59Z,475000,,End of Terrace
171910334,Barking and Dagenham,2,2.0,GUIDE PRICE £300;000 - £325;000. Carter & Willow offer for sale this beautifully presented circa 769 sq ft 2 bedroom 1st floor apartment which is ideally located in the popular Barking Riverside development with all its shops; amenities and leisure centre facilities. Chain free.,Rose Apartments; Frogley Park; Barking; London,51.52215,0.12174,2026-03-24T15:36:25Z,300000,769.0,Flat
172299017,Barking and Dagenham,1,1.0,Guide Price £220;000 - £235;000 OPEN PLAN LIVING...This FIRST FLOOR spacious apartment built within the last ten years. Good size kitchen/lounge area with access to large BALCONY. Gas central heating; double glazed and lots of storage. Walking distance to both Upney and Becontree stations.,Reginald Ellingworth Street; Dagenham,51.533226,0.116287,2026-03-24T15:06:57Z,220000,,Apartment
165032282,Barking and Dagenham,2,1.0,No onward chain on this ground floor two maisonette that is conveniently located close to Dagenham East station; shops; bus routes and local schools. The home benefits from the entrance hall; shower room; spacious lounge; two double bedrooms and a well presented kitchen that gives access to ...,Rainham Road North; Dagenham; Essex; RM10,51.55226,0.16082,2026-03-25T02:03:06Z,260000,,Maisonette
173628467,Barking and Dagenham,3,1.0,Carter & Willow offer for sale this beautifully presented and extended 3 bedroom terraced house which was originally constructed as a 2-bedroom property. The property offers an approx 66' x 18'1 private rear garden with 15'6 x 9'2 summer house.,Ilchester Road; Dagenham,51.54733,0.12035,2026-03-26T15:40:53Z,425000,871.0,Terraced
171287594,Barking and Dagenham,1,1.0,Chain free one bedroom top floor maisonette with modern kitchen; spacious living; and stylish bathroom. Quiet location with good transport links; schools; and shops nearby. Guide price £210k-£220k.,Marlborough Road; Dagenham; RM8,51.550125,0.115052,2026-03-27T17:42:14Z,210000,377.0,Maisonette
173625623,Barking and Dagenham,3,1.0,NO ONWARD CHAIN - this chain-free property is a great first time purchase or investment opportunity; with proximity to top-rated schools - PLACE YOUR OWN FINGER PRINT - enjoy easy access to nearby amenities; transport links; healthcare services; fitness centres; and entertainment options.,Bell Farm Avenue; Dagenham; Essex; RM10,51.556408,0.164552,2026-03-24T13:32:06Z,350000,,Terraced
169544180,Barking and Dagenham,3,2.0,Two parking spaces; chain-free three double bedroom home in Lockwell Road; Dagenham; over 1;200 sq ft. Lounge/diner; separate kitchen; ground-floor WC; first-floor bathroom; en-suite. Off-road parking and a low-maintenance garden;,Lockwell Road; Dagenham; RM10,51.5543,0.148511,2026-03-24T13:06:33Z,425000,,Terraced
173620688,Barking and Dagenham,3,0.0,3-bed semi-detached with garage; driveway; 2 receptions; kitchen/diner; sheds; near Mayesbrook Park; schools; and transport. Scope to extend (STPP).,Waterside Close; Barking; IG11,51.550434,0.107229,2026-03-29T03:53:09Z,575000,1029.0,Semi-Detached
173620565,Barking and Dagenham,2,1.0,Nestled on the bustling High Road in Romford; this charming two-bedroom purpose-built flat offers a fantastic opportunity for cash buyers seeking a promising investment. Spanning 576 square feet; this second-floor residence is both practical and inviting; making it an ideal choice for those looki...,High Road; Romford; RM6,51.57101,0.132846,2026-03-24T13:45:24Z,100000,576.0,Flat
173614076,Barking and Dagenham,3,1.0,Well Presented Three Bedroom Mid-Terrace House with a Double Driveway and Loft Room situated with easy access to Upney and Barking Stations; Barking Town Centre; Local Schools and Bus Routes.,Sisley Road; Barking,51.53462,0.09697,2026-03-24T15:13:03Z,475000,,Terraced
173614007,Barking and Dagenham,3,1.0,A fantastic size3 bedroom apartment in the ever popular Marks Gate area of Romford. IDEAL FOR FIRST TIME BUYERS or a great addition to any property portfolio.,Longhayes Avenue; Romford,51.58468,0.13335,2026-03-24T15:06:03Z,230000,,Apartment
173611403,Barking and Dagenham,3,2.0,One not too be missed off your viewing list is this spacious and well presented three bedroom maisonette; with two bathrooms and is located close to Dagenham Heathway station; shops and local schools including Sydney Russell Senior school. The owner has made us aware the home has no ground rent...,Raydons Road; DAGENHAM; Essex; RM9,51.54791,0.13768,2026-03-27T01:57:23Z,330000,,Maisonette
166061453,Barking and Dagenham,1,1.0,ATTENTION INVESTORS - READY MADE INVESTMENT OPPORTUNITY YIELDING 6.5% NET! A tenanted 1-bedroom flat in the popular Hepworth Gardens development; in one of East London's most dynamic regeneration zones.,Hepworth Gardens; Barking; IG11 9BA.,51.54554,0.10942,2026-03-27T14:23:38Z,170000,,Apartment
172115048,Barking and Dagenham,2,1.0,Roberts Place; Dagenham; Essex; RM10 8SN A modern ground-floor; two-bedroom apartment with allocated parking; set within a contemporary development and enjoying pleasant communal garden views; offered to the market with **No Onward Chain.** Upon entry; you are welcomed directly into the heart o...,Roberts Place; Dagenham; RM10,51.541743,0.153602,2026-03-24T10:16:23Z,210000,,Flat
173609852,Barking and Dagenham,3,1.0,Three Bedroom Semi-Detached House with Side Access; Ample Off-Street Parking and a Garage; situated a short walk from Becontree Station; Local Bus Routes; Schools and Amenities.,Sheppey Road; Dagenham,51.53916,0.11953,2026-03-27T11:58:51Z,450000,,Semi-Detached
173606603,Barking and Dagenham,3,1.0,Now available to view is this chainfree; three-bedroom mid terraced home; ideally situated on Barking’s popular Thames View Estate. Inside; the property offers a spacious through lounge; a fitted kitchen; and a well-presented rear garden featuring a part-decked area and a handy s...,Maybury Road; Barking; IG11,51.52959,0.10669,2026-03-25T12:40:13Z,400000,,Terraced
87671877,Barking and Dagenham,2,1.0,Guide Price - £250;000 - £275;000 CHAIN FREE Two Bedroom First Floor Flat with Allocated Parking Space situated within Bellingham Court; a Popular Location in Barking with access to Barking Riverside Station.,Wanderer Drive; Barking,51.52589,0.11733,2026-03-24T15:12:55Z,250000,,Flat
173604260,Barking and Dagenham,3,1.0,No onward chain with this round bay fronted character home located on the popular Rylands Developement that is ideally located close to schools; bus routes and Beam country Park to enjoy on those sunny days. The ground floor of the home offers the spacious lounge diner and kitchen that both ...,Oval Road South; Dagenham; RM10,51.52848,0.15768,2026-03-28T01:57:15Z,475000,,Semi-Detached
173259683,Barking and Dagenham,1,1.0,Set within the sought-after Odeon development in the heart of Barking; this spacious one-bedroom apartment offers modern open-plan living with a total floor area of approximately 711 sq.ft. The property features a bright and airy kitchen/dining/reception room measuring over 36ft in length; provid...,Longbridge Road; Barking; IG11,51.539833,0.082603,2026-03-24T08:47:23Z,180000,,Flat
173604158,Barking and Dagenham,4,1.0,One not too be missed off your viewing list this weekend is this well presented four bedroom home that is ideally located close to Dagenham East train station; shops; local schools and Eastbrookend Country Park. The home to the ground floor benefits from the cloakroom; entrance hall; two rec...,Rainham Road South; Dagenham; Essex; RM10,51.54644,0.1643,2026-03-28T01:57:09Z,500000,,Terraced
173593940,Barking and Dagenham,1,1.0,* Guide Price £180;000- 190;000 * • TOP FLOOR APARTMENT • ONE DOUBLE BEDROOM • RESIDENTIAL PARKING • CLOSE TO DAGENHAM HEATHWAY STATION • AVAILABLE CHAIN FREE •COUNCIL TAX BAND: B,Honey Close; Dagenham; RM10,51.541678,0.160793,2026-03-25T22:53:18Z,180000,,Apartment
87724506,Barking and Dagenham,6,3.0,Six Bedroom Semi-Detached Home with Driveway and Two Bedroom Annexe This spacious six-bedroom semi-detached property offers versatile living accommodation; a substantial private driveway with electric remote operated double gates to accommodate parking for multiple vehicles; also benefiting from...,Eastbrook Drive; Romford; RM7,51.557459,0.180124,2026-03-27T20:19:23Z,1500000,,Semi-Detached
173584052,Barking and Dagenham,3,1.0,• THREE BEDROOMS • DOWNSTAIRS W/C • UPSTAIRS BATHROOM • SEMI DETATCHED • CLOSE TO SHOPS & AMENITIES • OFF STREET PARKING • 1.2 MILES TO CHADWELL HEATH STATION • COUNCIL TAX BANDS: C,Lindsey Road; Dagenham; RM8,51.554297,0.12197,2026-03-27T22:53:20Z,450000,856.0,Semi-Detached
173583329,Barking and Dagenham,3,1.0,•THREE BEDROOMS •LIVING/DINING ROOM •GALLEY KITCHEN •FIRST FLOOR BATHROOM •0.2 MILES TO DAGENHAM HEATHWAY STATION •CLOSE TO LOCAL SHOPS AND AMENITIES •COUNCIL TAX BAND: C,Hedgemans Road; Dagenham; RM9,51.539881,0.145238,2026-03-24T22:58:24Z,400000,,Terraced
163157591,Barking and Dagenham,2,1.0,Discover your ideal home in this charming 2-bedroom first-floor apartment; perfectly situated in the vibrant community of Barking. NO ONWARD CHAIN !!,The Shaftesburys; Barking; IG11,51.531489,0.078402,2026-03-23T16:18:54Z,220000,431.0,Flat
173574458,Barking and Dagenham,3,1.0,Nestled on Dunkeld Road in Dagenham; this charming three-bedroom house offers a delightful blend of comfort and convenience. With a well-designed layout; the property features two spacious reception rooms; perfect for both relaxation and entertaining guests. The house boasts a well-appo...,Dunkeld Road; Dagenham,51.560153,0.118602,2026-03-28T10:32:07Z,550000,,House
173568746,Barking and Dagenham,3,2.0,* Guide Price £450;000 - £475;000 * •CHAIN FREE •TWO BATHROOMS •THREE BEDROOMS •MID TERRACE •DOUBLE STORY EXTENTION TO REAR •DOUBLE GARAGE TO REAR •COUNCIL TAX BAND: C,Sedgemoor Drive; Dagenham; RM10,51.552513,0.154701,2026-03-26T22:53:07Z,450000,,Terraced
173560823,Barking and Dagenham,4,2.0,The perfect family home located in the highly sought-after Leftley Estate; Barking. This immaculate 1930s bay-fronted; four-bedroom property is offered to the market in move-in condition following careful maintenance and sympathetic extensions by the current owners. Arranged over approximately 1;...,Cavendish Gardens; Leftley Estate; Barking; IG11,51.547962,0.101857,2026-03-24T22:52:47Z,600000,1470.0,Terraced
87738921,Barking and Dagenham,2,2.0,Carter & Willow offer for sale this circa 710 sq ft 2-bedroom apartment located on the 5th floor. The property offers a 37'2 x 21'8 balcony with stunning views over Mayesbrook Park; 22'5 x 11'4 open plan kitchen/reception. Chain free.,Keele House; Academy Way; Dagenham,51.54958,0.11007,2026-03-23T17:59:47Z,260000,710.0,Flat
87598335,Barking and Dagenham,3,1.0,Well-presented 3-bed mid-terrace in central Dagenham with 2 receptions; fitted kitchen; modern bathroom; off-road parking; garden; gas heating; double glazing; and great local amenities.,Valence Wood Road; Dagenham; RM8,51.55595,0.144896,2026-03-23T10:20:50Z,400000,809.0,Terraced
87737472,Barking and Dagenham,2,1.0,£400;000 - This two bedroom mid terraced property boasts a first floor bathroom and two good sized bedrooms. The property is within walking distance to local transport links and amenities,Raydons Road; Dagenham,51.548845,0.139172,2026-03-29T11:21:23Z,400000,,Terraced
172113743,Barking and Dagenham,3,1.0,Guide Price: £550;000 - £575;000. Attractive 1930s three-bed mid-terrace near schools and Upney Station. Modern; move-in ready; no chain; scope to extend (STPP). Close to parks; shops and transport.,Oulton Crescent; Barking; IG11,51.546681,0.100947,2026-03-22T16:21:10Z,550000,1160.0,Terraced
